,article_id,Reference_paper_id,Reference_paper_doi,Reference _paper_title,Reference_paper_venue,Reference_paper_year,Intent,Is_influential
1716,10.2196/jmir.3343,02cb07bb9bdb3acf77a689493db06242d3a6e8e7,10.2196/jmir.1715,Cardiopulmonary Resuscitation Training in High School Using Avatars in Virtual Worlds: An International Feasibility Study,Journal of medical Internet research,2013,,False
1717,10.2196/jmir.3343,0a67cac5dad0e7d6a094f1eb1497198fdd034701,10.1097/NUR.0b013e31828c8408,Using a Multiuser Virtual Environment to Facilitate Nursing Journal Clubs: A Mixed-Methods Study,Clinical nurse specialist CNS,2013,,False
1718,10.2196/jmir.3343,3ddf5997763d249f8683bbe8d9b82106fd1b05de,10.1016/j.jneb.2012.10.007,Improving weight maintenance using virtual reality (Second Life).,Journal of nutrition education and behavior,2013,,False
1719,10.2196/jmir.3343,67bcaf7510586115dbeb9375a931e092ad4c6b20,10.1097/NNE.0b013e318276df2d,Improving Student Interview Skills: The Virtual Avatar as Client,Nurse educator,2013,,False
1720,10.2196/jmir.3343,e480ef6a69ffc742995048d8197943c0f4a3bdfe,10.2196/jmir.2651,Design and Evaluation of a Simulation for Pediatric Dentistry in Virtual Worlds,Journal of medical Internet research,2013,,False
1721,10.2196/jmir.3343,e973770db370bf9487f65b26ce52dfef4ddd7d77,10.1016/j.resuscitation.2012.05.014,Emergency preparedness in the 21st century: training and preparation modules in virtual environments.,Resuscitation,2013,,False
1722,10.2196/jmir.3343,2bb8346bb4c15a956193ece45c8bdd1b7af8b686,10.2196/jmir.2616,Virtual Patients in Primary Care: Developing a Reusable Model That Fosters Reflective Practice and Clinical Reasoning,Journal of medical Internet research,2014,,False
1723,10.2196/jmir.3343,45410cd0f6972641c32f44fd0f3bacd6d4161025,10.2196/jmir.2593,A Framework for Different Levels of Integration of Computational Models Into Web-Based Virtual Patients,Journal of medical Internet research,2014,,False
1724,10.2196/jmir.3343,9ccec6f6352b8f82b17a979db1ea613fe9ae0a5f,10.1007/978-3-319-02487-5_10,Working and Learning in ‘Teams’ in a New Era of Health-Care,,2014,,False
1725,10.2196/18652,1e34177fbf532736565600f2cd5550047b552cb2,10.1097/00005650-199111000-00002,Sex Differences in Patients' and Physicians' Communication During Primary Care Medical Visits,Medical care,1991,,False
1726,10.2196/18652,116ed1ffbb1c0cd96a18aecd499f2b6316565f95,,Accurate methods for the statistics of surprise and coincidence,,1993,,False
1727,10.2196/18652,7ebd8c83e6da028bf3af9de80ac2377cbd8e64b9,,Medicare Managed Care CAHPS®: A Tool for Performance Improvement,Health care financing review,2001,,False
1728,10.2196/18652,238e77bc45c729c01dd1758eb650cd6c8b8d5121,10.1177/107755870205900305,Effect of CAHPS Performance Information on Health Plan Choices by Iowa Medicaid Beneficiaries,Medical care research and review : MCRR,2002,,False
1729,10.2196/18652,9b4414b4794682a59cf8c96b1b63a0e42abcb2e4,10.1111/j.1369-7625.2007.00483.x,Evaluating the use of a modified CAHPS® survey to support improvements in patient‐centred care: lessons from a quality improvement collaborative,Health expectations : an international journal of public participation in health care and health policy,2008,,False
1730,10.2196/18652,df3e51ab397b2862d9c2bf37393d2147934617d3,10.2196/jmir.1157,"Infodemiology and Infoveillance: Framework for an Emerging Set of Public Health Informatics Methods to Analyze Search, Communication and Publication Behavior on the Internet",Journal of medical Internet research,2009,,False
1731,10.2196/18652,ecfad02b600bca3178f8781a342d9ed456359599,10.1136/bmj.b1033,Will doctor rating sites improve the quality of care? No,BMJ : British Medical Journal,2009,,False
1732,10.2196/18652,eebf578d75f60cd77f51ea8a66906a65aa4bbae0,10.1136/bmj.b1030,Will doctor rating sites improve standards of care? Yes,BMJ : British Medical Journal,2009,,False
1733,10.2196/18652,415562acef284ca8f011babdb8c1313233f76096,10.1377/hlthaff.2010.0238,Analysis & commentary. Measuring patient experience as a strategy for improving primary care.,Health affairs,2010,,False
1734,10.2196/18652,74b8fcdd5e78a8ac4aec9983226109c3166c03cb,10.1007/s11606-010-1597-1,Physician Groups’ Use of Data from Patient Experience Surveys,Journal of General Internal Medicine,2011,,False
1735,10.2196/18652,ba559a6bbf466846ad25e2d4b9ad572d174e764f,10.1056/NEJMp0903473,Googling ourselves--what physicians can learn from online rating sites.,The New England journal of medicine,2010,,False
1736,10.2196/18652,9ce0bee974bea64f025b45cdce75168f0b3c458d,10.1111/j.1752-7325.2012.00337.x,Dental care plan assessment using the CAHPS Dental Plan Survey.,Journal of public health dentistry,2012,,False
1737,10.2196/18652,2ff214127442af47d3b1bafeed950a491fd6b951,10.1136/bmjqs-2012-001527,Harnessing the cloud of patient experience: using social media to detect poor quality healthcare,BMJ quality & safety,2013,,False
1738,10.2196/18652,53e2f15842f0ed50f31f6aba7fb957c6cb8f4420,10.2196/jmir.2655,An Analysis of Online Evaluations on a Physician Rating Website: Evidence From a German Public Reporting Instrument,Journal of medical Internet research,2013,,False
1739,10.2196/18652,bc0ddd3b3cd593007b1c2656b15a21af2f92942c,10.2196/jmir.2702,Physician Choice Making and Characteristics Associated With Using Physician-Rating Websites: Cross-Sectional Study,Journal of medical Internet research,2013,,False
1740,10.2196/18652,fff7ad3e93360dced8dc5187d3f0cf60141778ea,10.1136/bmjopen-2012-001570,A systematic review of evidence on the links between patient experience and clinical safety and effectiveness,BMJ Open,2013,,False
1741,10.2196/18652,2b1223cab2dd429f1da4640e8ab81e204767f49d,10.1001/jama.2013.283194,"Public awareness, perception, and use of online physician rating sites.",JAMA,2014,,False
1742,10.2196/18652,4697d14f9c3ded5182fc8051f62b8ab0c315ac8c,10.1136/amiajnl-2014-002711,A large-scale quantitative analysis of latent factors and sentiment in online doctor reviews,J. Am. Medical Informatics Assoc.,2014,,False
1743,10.2196/18652,e3a9262ffd20bc67992f2d3f8b8860a8103057cb,10.1177/1077558714541480,Examining the Role of Patient Experience Surveys in Measuring Health Care Quality,Medical care research and review : MCRR,2014,,False
1744,10.2196/18652,09680393e9db29fe4199a190d25ed6b85b9bf4da,10.2196/jmir.3830,Evaluations of Dentists on a German Physician Rating Website: An Analysis of the Ratings,Journal of medical Internet research,2015,,False
1745,10.2196/18652,0e725477123c0ad0b2bc268648c7c95aa99ef52f,10.2196/jmir.4365,The Development of Online Doctor Reviews in China: An Analysis of the Largest Online Doctor Review Website in China,Journal of medical Internet research,2015,,False
1746,10.2196/18652,3f0156ee8291b96c68489b26e6b4a6495e481bfc,10.2196/jmir.4430,The Voice of Chinese Health Consumers: A Text Mining Approach to Web-Based Physician Reviews,Journal of medical Internet research,2016,,False
1747,10.2196/18652,aab173d708aa451f1211a672d29c31305655aa3c,10.1007/s11420-016-9520-x,Rating a Sports Medicine Surgeon’s “Quality” in the Modern Era: an Analysis of Popular Physician Online Rating Websites,HSS Journal ®,2016,,False
1748,10.2196/18652,b9a3a5466932c9b70a502bbc0a5f2647793218df,10.1377/hlthaff.2015.1030,Yelp Reviews Of Hospital Care Can Supplement And Inform Traditional Surveys Of The Patient Experience Of Care.,Health affairs,2016,,False
1749,10.2196/18652,0c91e39931fc559f390169f7fb2a699557fc0258,10.1016/j.ijmedinf.2016.12.007,A tale of two countries: International comparison of online doctor reviews between China and the United States,Int. J. Medical Informatics,2017,,False
1750,10.2196/18652,107ce447ab444e11daa4ad06097b80f63df36f36,10.1136/bmj.j1797,Physician age and outcomes in elderly patients in hospital in the US: observational study,British Medical Journal,2017,,False
1751,10.2196/18652,88130255ee57a15f7345bdaa953da074efee29df,10.1001/jamainternmed.2016.7875,Comparison of Hospital Mortality and Readmission Rates for Medicare Patients Treated by Male vs Female Physicians,JAMA internal medicine,2017,,False
1752,10.2196/18652,36253397aa75371896edf844b3e8e47cb6ffa7ff,10.1016/j.annemergmed.2018.09.029,Online Ratings of the Patient Experience: Emergency Departments Versus Urgent Care Centers.,Annals of emergency medicine,2019,,False
1753,10.2196/18652,3fdbe82b102f75dee12d83dcc2ee7136922d787b,10.2196/12521,What Do Patients Say About Doctors Online? A Systematic Review of Studies on Patient Online Reviews,Journal of medical Internet research,2019,,False
1754,10.2196/18652,54ce889142eabeb82c12e5696c2df87d07327438,10.1007/978-3-030-23525-3_66,Semantic Analysis of Online Dentist Review: Toward Assessing Safety and Quality of Dental Care,HCI,2019,,False
1755,10.4103/0973-029X.185939,d70ab54073eb0506115b50483fa1d939fa519cc9,10.1142/9789812777539_0011,BIOLOGICAL AND BIOLOGY-RELATED INFORMATION AS A COMMODITY AND THE RISE OF BIOINFORMATICS,,2002,,False
1756,10.1111/joor.12655,4df4eeeda61c656a24bcbe13c1ffd54d78af1d4c,,Differential diagnosis of temporomandibular disorders.,General dentistry,1983,,False
1757,10.1111/joor.12655,58fd5cf6dfa315e8b54c783194a260cdf0c3efa2,,Condylar metastasis with initial presentation as TMJ syndrome.,Journal of oral medicine,1985,,False
1758,10.1111/joor.12655,7b5b9a891492764325bb0491e75948f34f05071e,10.14219/JADA.ARCHIVE.1986.0053,The coexistence of myofascial pain dysfunction and mucoepidermoid carcinoma of the parotid gland: report of case.,Journal of the American Dental Association,1986,,False
1759,10.1111/joor.12655,3cc40792e0a6483b7ac763b149dbe723ef9244b7,10.1038/sj.bdj.4806724,Intracranial tumours presenting with facial pain,British Dental Journal,1989,,False
1760,10.1111/joor.12655,c09465467e35a92f4da03cd51bafac3d18520388,10.14219/JADA.ARCHIVE.1991.0330,Infratemporal space pathosis mimicking TMJ disorders.,Journal of the American Dental Association,1991,,False
1761,10.1111/joor.12655,959ddf3e516540c7b6790d41455340b1f9e1f639,,"Research diagnostic criteria for temporomandibular disorders: review, criteria, examinations and specifications, critique.",Journal of craniomandibular disorders : facial & oral pain,1992,,False
1762,10.1111/joor.12655,9d64fc7e6af365529df026f0a4e20c7730402180,,Malignancy of the parotid gland with primary symptoms of a temporomandibular disorder.,Journal of orofacial pain,2000,,False
1763,10.1111/joor.12655,5a1758531c9104b2fbe8ba9d9e55d91f80c9fccc,10.1002/aris.1440370103,Natural language processing,Annu. Rev. Inf. Sci. Technol.,2005,,False
1764,10.1111/joor.12655,61d9a99cc00ee32f3ff025a79765864b9e2d3651,10.1016/S1079-2104(03)00373-1,Use of advanced imaging modalities for the differential diagnosis of pathoses mimicking temporomandibular disorders.,"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics",2003,,False
1765,10.1111/joor.12655,c2dedd7ac6bf7828534ebd7853a402c238d9307f,10.1055/S-0038-1638592,Extracting information from textual documents in the electronic health record: a review of recent research.,Yearbook of medical informatics,2008,,False
1766,10.1111/joor.12655,4544ec96d5ec6e71f7795fa5498f542cb9985c7a,10.1037/a0016973,"An introduction to recursive partitioning: rationale, application, and characteristics of classification and regression trees, bagging, and random forests.",Psychological methods,2009,,False
1767,10.1111/joor.12655,5fc9671fb6da24d40b275fbf7df95dc554212e14,10.1056/NEJMsa0900592,Use of electronic health records in U.S. hospitals.,The New England journal of medicine,2009,,False
1768,10.1111/joor.12655,00cc379486962b3a0ed394989567e438060d0c0c,10.1038/sj.bdj.2010.981,Risk management in clinical practice. Part 8. Temporomandibular disorders,BDJ,2010,,False
1769,10.1111/joor.12655,b88c23712c9fbf42094f32ef8e2b3810c2720d3f,10.1001/jama.2011.1204,Automated identification of postoperative complications within an electronic medical record using natural language processing.,JAMA,2011,,False
1770,10.1111/joor.12655,e40eebc18425456983445d817a1fcb5cf4c1f7fc,10.2147/CLEP.S23690,Use of electronic medical records (EMR) for oncology outcomes research: assessing the comparability of EMR information to patient registry and health claims data,Clinical epidemiology,2011,,False
1771,10.1111/joor.12655,11cbeb95cbe1fcfb82e157eb5a5001ffd6fd2b88,10.1016/j.eswa.2014.01.011,Knowledge discovery in medicine: Current issue and future trend,Expert Syst. Appl.,2014,,False
1772,10.1111/joor.12655,15782f6da7a2d4864983dd74ed98f8e7dee15620,10.1038/sj.bdj.2014.862,"Temporomandibular disorders, trismus and malignancy: development of a checklist to improve patient safety",BDJ,2014,,False
1773,10.1111/joor.12655,2645b298dff8c9d15062802a2170052101e552cd,10.1007/s40264-014-0218-z,"Text Mining for Adverse Drug Events: the Promise, Challenges, and State of the Art",Drug Safety,2014,,False
1774,10.1111/joor.12655,46595c606447c8941165b0875797e3f4bdb1466f,10.11607/jop.1151,Diagnostic Criteria for Temporomandibular Disorders (DC/TMD) for Clinical and Research Applications: recommendations of the International RDC/TMD Consortium Network* and Orofacial Pain Special Interest Group†.,Journal of oral & facial pain and headache,2014,,False
1775,10.1111/joor.12655,791b522148aae2f22955c3d494a476da92db9bce,10.1007/978-3-319-09891-3_13,Utilizing Data Mining for Predictive Modeling of Colorectal Cancer Using Electronic Medical Records,Brain Informatics and Health,2014,,False
1776,10.1111/joor.12655,33efe10b67a29e9d20cad077f5dc9f6dba643463,10.1007/s13721-015-0090-5,Mining clinical text for stroke prediction,Network Modeling Analysis in Health Informatics and Bioinformatics,2015,,False
1777,10.1111/joor.12655,140766461be73b1e9b054b337433306d286589f4,10.1016/j.ijmedinf.2017.01.001,Text mining approach to predict hospital admissions using early medical records from the emergency department,Int. J. Medical Informatics,2017,,False
1778,10.1111/joor.12655,49b9bf1dc65cf023233212ef0488455cab6fcf92,10.11607/ofph.1672,A Rare Case of Misdiagnosed Silent Lung Cancer with Solitary Metastasis to the Temporomandibular Joint Condyle.,Journal of oral & facial pain and headache,2017,,False
1779,10.1111/jphd.12354,be7bf5d04e4022d69739b8590b25bf5bdb5924b2,,"Normative data: their definition, interpretation, and importance for primary care physicians.",Family medicine,1990,background,False
1780,10.1111/jphd.12354,fa75c54d1ef75c5a9126a7c06e754a1afa910870,10.1177/154407370301700106,A Preliminary Analysis of the Dental Informatics Literature,Advances in dental research,2003,,False
1781,10.1111/jphd.12354,0ab4f91cb405a9d926aab90978d604476935b159,,Hispanic Heritage Month.,,2004,,False
1782,10.1111/jphd.12354,5d703b4c121895ceaa72297badc49f9ec7fc94a8,10.1002/J.0022-0337.2004.68.6.TB03777.X,Clinical decision support systems: perspectives in dentistry.,Journal of dental education,2004,methodology,True
1783,10.1111/jphd.12354,2ae36e5146960317359fda5063cb3de0110613d9,10.14219/JADA.ARCHIVE.2005.0339,Latino oral health: A research agenda toward eliminating oral health disparities.,Journal of the American Dental Association,2005,,False
1784,10.1111/jphd.12354,aae0cdee99c3eca297f18f89c4b03b69c43fada8,10.1007/978-0-387-39940-9,Encyclopedia of Database Systems,Encyclopedia of Database Systems,2009,,False
1785,10.1111/jphd.12354,b087e1e927902baaa7610d179a48bc59c88a6764,10.1007/978-0-387-39940-9_1134,KDD Pipeline,Encyclopedia of Database Systems,2009,,False
1786,10.1111/jphd.12354,e7c2c8285f574b54e436b8a60be1730fd30cf5fd,10.1097/MLR.0b013e31819c95aa,Administrative and Claims Records as Sources of Health Care Cost Data,Medical care,2009,background,False
1787,10.1111/jphd.12354,e9815d3b95d43a597d21e7e57bfa9455598ba77d,10.1016/j.cden.2008.09.002,The benefits of evidence-based dentistry for the private dental office.,Dental clinics of North America,2009,,False
1788,10.1111/jphd.12354,eede9448a1d4591037caa2ba1ed4acf38ee00cb7,10.1016/j.ijmedinf.2009.04.004,Data mining of clinical oral health documents for analysis of the longevity of different restorative materials in Finland,Int. J. Medical Informatics,2009,,False
